"","country","degree","sex","age","year","earn.month","flags"
"337","Finland","Bachelor’s or equivalent education","T","25-64 years",2016,142.13158,""
"338","Finland","Bachelor’s or equivalent education","F","25-64 years",2016,141.16167,""
"339","Finland","Bachelor’s or equivalent education","M","25-64 years",2016,150.35052,""
"340","Finland","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2016,173.24034,""
"341","Finland","Master’s, Doctoral or equivalent education","T","25-64 years",2016,195.22919,""
"342","Finland","Master’s, Doctoral or equivalent education","F","25-64 years",2016,203.61473,""
"343","Finland","Master’s, Doctoral or equivalent education","M","25-64 years",2016,195.94853,""
"344","Finland","Bachelor’s or equivalent education","T","25-64 years",2016,143.82771,""
"345","Finland","Bachelor’s or equivalent education","F","25-64 years",2016,142.70613,""
"346","Finland","Bachelor’s or equivalent education","M","25-64 years",2016,152.25502,""
"347","Finland","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2016,175.43478,""
"348","Finland","Master’s, Doctoral or equivalent education","T","25-64 years",2016,197.55896,""
"349","Finland","Master’s, Doctoral or equivalent education","F","25-64 years",2016,205.8425,""
"350","Finland","Master’s, Doctoral or equivalent education","M","25-64 years",2016,198.43062,""
"351","France","Tertiary education","F","25-64 years",2015,NA,"Missing data"
"352","France","Tertiary education","M","25-64 years",2015,NA,"Missing data"
"353","France","Bachelor’s or equivalent education","M","25-64 years",2015,NA,"Missing data"
"354","France","Tertiary education","F","25-64 years",2015,156.62152,""
"355","France","Tertiary education","M","25-64 years",2015,165.54352,""
"356","France","Bachelor’s or equivalent education","M","25-64 years",2015,158.58548,""
"357","France","Tertiary education","F","25-64 years",2015,156.62152,""
"358","France","Tertiary education","M","25-64 years",2015,165.54352,""
"359","France","Bachelor’s or equivalent education","M","25-64 years",2015,158.58548,""
"360","France","Tertiary education","T","25-64 years",2015,NA,"Missing data"
"361","France","Bachelor’s or equivalent education","T","25-64 years",2015,NA,"Missing data"
"362","France","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2015,NA,"Missing data"
"363","France","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2015,NA,"Missing data"
"364","France","Master’s, Doctoral or equivalent education","T","25-64 years",2015,NA,"Missing data"
"365","France","Master’s, Doctoral or equivalent education","F","25-64 years",2015,NA,"Missing data"
"366","France","Master’s, Doctoral or equivalent education","M","25-64 years",2015,NA,"Missing data"
"367","France","Tertiary education","T","25-64 years",2015,148.16582,""
"368","France","Bachelor’s or equivalent education","T","25-64 years",2015,138.64917,""
"369","France","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2015,155.4668,""
"370","France","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2015,181.62314,""
"371","France","Master’s, Doctoral or equivalent education","T","25-64 years",2015,192.66272,""
"372","France","Master’s, Doctoral or equivalent education","F","25-64 years",2015,182.60089,""
"373","France","Master’s, Doctoral or equivalent education","M","25-64 years",2015,199.80135,""
"374","France","Tertiary education","T","25-64 years",2015,148.16582,""
"375","France","Bachelor’s or equivalent education","T","25-64 years",2015,138.64917,""
"376","France","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2015,155.4668,""
"377","France","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2015,181.62314,""
"378","France","Master’s, Doctoral or equivalent education","T","25-64 years",2015,192.66272,""
"379","France","Master’s, Doctoral or equivalent education","F","25-64 years",2015,182.60089,""
"380","France","Master’s, Doctoral or equivalent education","M","25-64 years",2015,199.80135,""
"381","France","Bachelor’s or equivalent education","T","25-64 years",2015,NA,"Missing data"
"382","France","Bachelor’s or equivalent education","F","25-64 years",2015,NA,"Missing data"
"383","France","Bachelor’s or equivalent education","M","25-64 years",2015,NA,"Missing data"
"384","France","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2015,NA,"Missing data"
"385","France","Master’s, Doctoral or equivalent education","F","25-64 years",2015,NA,"Missing data"
"386","France","Master’s, Doctoral or equivalent education","M","25-64 years",2015,NA,"Missing data"
"387","France","Bachelor’s or equivalent education","T","25-64 years",2015,163.7242,""
"388","France","Bachelor’s or equivalent education","F","25-64 years",2015,169.07541,""
"389","France","Bachelor’s or equivalent education","M","25-64 years",2015,174.27669,""
"390","France","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2015,214.2355,""
"391","France","Master’s, Doctoral or equivalent education","F","25-64 years",2015,234.92244,""
"392","France","Master’s, Doctoral or equivalent education","M","25-64 years",2015,243.92079,""
"393","France","Bachelor’s or equivalent education","T","25-64 years",2015,163.7242,""
"394","France","Bachelor’s or equivalent education","F","25-64 years",2015,169.07541,""
"395","France","Bachelor’s or equivalent education","M","25-64 years",2015,174.27669,""
"396","France","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2015,214.2355,""
"397","France","Master’s, Doctoral or equivalent education","F","25-64 years",2015,234.92244,""
"398","France","Master’s, Doctoral or equivalent education","M","25-64 years",2015,243.92079,""
"399","Germany","Tertiary education","F","25-64 years",2017,161.27776,""
"400","Germany","Tertiary education","M","25-64 years",2017,167.64667,""
"401","Germany","Bachelor’s or equivalent education","M","25-64 years",2017,170.26758,""
"402","Germany","Tertiary education","F","25-64 years",2017,154.93787,""
"403","Germany","Tertiary education","M","25-64 years",2017,164.33884,""
"404","Germany","Bachelor’s or equivalent education","M","25-64 years",2017,166.90804,""
"405","Germany","Tertiary education","F","25-64 years",2017,161.27776,""
"406","Germany","Tertiary education","M","25-64 years",2017,167.64667,""
"407","Germany","Bachelor’s or equivalent education","M","25-64 years",2017,170.26758,""
"408","Germany","Tertiary education","T","25-64 years",2017,162.8454,""
"409","Germany","Bachelor’s or equivalent education","T","25-64 years",2017,164.66179,""
"410","Germany","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2017,152.76321,""
"411","Germany","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,179.8705,""
"412","Germany","Master’s, Doctoral or equivalent education","T","25-64 years",2017,176.105,""
"413","Germany","Master’s, Doctoral or equivalent education","F","25-64 years",2017,159.39035,""
"414","Germany","Master’s, Doctoral or equivalent education","M","25-64 years",2017,185.97267,""
"415","Germany","Tertiary education","T","25-64 years",2017,159.37129,""
"416","Germany","Bachelor’s or equivalent education","T","25-64 years",2017,161.14894,""
"417","Germany","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2017,147.65773,""
"418","Germany","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,176.38213,""
"419","Germany","Master’s, Doctoral or equivalent education","T","25-64 years",2017,172.34802,""
"420","Germany","Master’s, Doctoral or equivalent education","F","25-64 years",2017,154.06337,""
"421","Germany","Master’s, Doctoral or equivalent education","M","25-64 years",2017,182.36595,""
"422","Germany","Tertiary education","T","25-64 years",2017,162.8454,""
"423","Germany","Bachelor’s or equivalent education","T","25-64 years",2017,164.66179,""
"424","Germany","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2017,152.76321,""
"425","Germany","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,179.8705,""
"426","Germany","Master’s, Doctoral or equivalent education","T","25-64 years",2017,176.105,""
"427","Germany","Master’s, Doctoral or equivalent education","F","25-64 years",2017,159.39035,""
"428","Germany","Master’s, Doctoral or equivalent education","M","25-64 years",2017,185.97267,""
"429","Germany","Bachelor’s or equivalent education","T","25-64 years",2017,172.02737,""
"430","Germany","Bachelor’s or equivalent education","F","25-64 years",2017,156.2296,""
"431","Germany","Bachelor’s or equivalent education","M","25-64 years",2017,183.78664,""
"432","Germany","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,195.07523,""
"433","Germany","Master’s, Doctoral or equivalent education","F","25-64 years",2017,205.44971,""
"434","Germany","Master’s, Doctoral or equivalent education","M","25-64 years",2017,208.47484,""
"435","Germany","Bachelor’s or equivalent education","T","25-64 years",2017,166.48901,""
"436","Germany","Bachelor’s or equivalent education","F","25-64 years",2017,147.5843,""
"437","Germany","Bachelor’s or equivalent education","M","25-64 years",2017,178.942,""
"438","Germany","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,189.93303,""
"439","Germany","Master’s, Doctoral or equivalent education","F","25-64 years",2017,194.08072,""
"440","Germany","Master’s, Doctoral or equivalent education","M","25-64 years",2017,202.97943,""
"441","Germany","Bachelor’s or equivalent education","T","25-64 years",2017,172.02737,""
"442","Germany","Bachelor’s or equivalent education","F","25-64 years",2017,156.2296,""
"443","Germany","Bachelor’s or equivalent education","M","25-64 years",2017,183.78664,""
"444","Germany","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,195.07523,""
"445","Germany","Master’s, Doctoral or equivalent education","F","25-64 years",2017,205.44971,""
"446","Germany","Master’s, Doctoral or equivalent education","M","25-64 years",2017,208.47484,""
"447","Hungary","Tertiary education","F","25-64 years",2017,161.73329,""
"448","Hungary","Bachelor’s or equivalent education","M","25-64 years",2017,187.3821,""
"449","Hungary","Tertiary education","F","25-64 years",2017,162.10361,""
"450","Hungary","Bachelor’s or equivalent education","M","25-64 years",2017,187.37169,""
"451","Hungary","Tertiary education","F","25-64 years",2017,161.73329,""
"452","Hungary","Tertiary education","M","25-64 years",2017,209.64888,""
"453","Hungary","Bachelor’s or equivalent education","M","25-64 years",2017,187.3821,""
"454","Hungary","Tertiary education","T","25-64 years",2017,179.48135,""
"455","Hungary","Bachelor’s or equivalent education","T","25-64 years",2017,158.81264,""
"456","Hungary","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2017,163.44014,""
"457","Hungary","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,212.01555,""
"458","Hungary","Master’s, Doctoral or equivalent education","T","25-64 years",2017,216.30328,""
"459","Hungary","Master’s, Doctoral or equivalent education","F","25-64 years",2017,193.83472,""
"460","Hungary","Master’s, Doctoral or equivalent education","M","25-64 years",2017,238.2912,""
"461","Hungary","Tertiary education","T","25-64 years",2017,179.65215,""
"462","Hungary","Bachelor’s or equivalent education","T","25-64 years",2017,158.96376,""
"463","Hungary","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2017,163.81438,""
"464","Hungary","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,212.00377,""
"465","Hungary","Master’s, Doctoral or equivalent education","T","25-64 years",2017,216.50911,""
"466","Hungary","Master’s, Doctoral or equivalent education","F","25-64 years",2017,194.27853,""
"467","Hungary","Master’s, Doctoral or equivalent education","M","25-64 years",2017,238.27797,""
"468","Hungary","Tertiary education","T","25-64 years",2017,179.48135,""
"469","Hungary","Bachelor’s or equivalent education","T","25-64 years",2017,158.81264,""
"470","Hungary","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2017,163.44014,""
"471","Hungary","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,212.01555,""
"472","Hungary","Master’s, Doctoral or equivalent education","T","25-64 years",2017,216.30328,""
"473","Hungary","Master’s, Doctoral or equivalent education","F","25-64 years",2017,193.83472,""
"474","Hungary","Master’s, Doctoral or equivalent education","M","25-64 years",2017,238.2912,""
"475","Hungary","Bachelor’s or equivalent education","T","25-64 years",2017,158.81264,""
