"COUNTRY","Country","ISC11A","ISCED-A 2011","SEX","Gender","AGE","Age","PIAAC_CATEGORY","Category","INDICATOR","Indicator","MEASURE","Measure","YEAR","Reference year","Value","Flag Codes","Flags"
"GBR-NIR","Northern Ireland","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L3","Level (3)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",33,,
"GBR-NIR","Northern Ireland","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",5,,
"GBR-NIR","Northern Ireland","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",12,,
"GBR-NIR","Northern Ireland","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",1800,,
"GBR-NIR","Northern Ireland","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",2000,,
"GBR-NIR","Northern Ireland","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L2","Level (2)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",2300,,
"GBR-NIR","Northern Ireland","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L2","Level (2)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",2500,,
"GBR-NIR","Northern Ireland","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L3","Level (3)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",2900,,
"GBR-NIR","Northern Ireland","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L3","Level (3)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",3300,,
"GBR-NIR","Northern Ireland","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",3100,,
"GBR-NIR","Northern Ireland","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",3900,,
"AVG_UNITARY","Unweighted average (Unitary countries)","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",26,,
"AVG_UNITARY","Unweighted average (Unitary countries)","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",21,,
"AVG_UNITARY","Unweighted average (Unitary countries)","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L2","Level (2)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",35,,
"AVG_UNITARY","Unweighted average (Unitary countries)","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L2","Level (2)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",31,,
"AVG_UNITARY","Unweighted average (Unitary countries)","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L3","Level (3)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",30,,
"AVG_UNITARY","Unweighted average (Unitary countries)","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L3","Level (3)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",34,,
"AVG_UNITARY","Unweighted average (Unitary countries)","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",8,,
"AVG_UNITARY","Unweighted average (Unitary countries)","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",15,,
"AVG_UNITARY","Unweighted average (Unitary countries)","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",1924,,
"AVG_UNITARY","Unweighted average (Unitary countries)","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",2355,,
"AVG_UNITARY","Unweighted average (Unitary countries)","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L2","Level (2)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",2307,,
"AVG_UNITARY","Unweighted average (Unitary countries)","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L2","Level (2)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",2834,,
"AVG_UNITARY","Unweighted average (Unitary countries)","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L3","Level (3)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",2772,,
"AVG_UNITARY","Unweighted average (Unitary countries)","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L3","Level (3)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",3407,,
"AVG_UNITARY","Unweighted average (Unitary countries)","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",3374,,
"AVG_UNITARY","Unweighted average (Unitary countries)","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",4100,,
